id,age,division,department,class,stock,reviews,feedback,rating,recommend 
13501,62,General,Tops,Knits,862,Really does run very large.,1,4,1
13502,30,General,Bottoms,Pants,1061,Like fancy pjs,0,5,1
13503,42,General Petite,Dresses,Dresses,1079,Pretty dress,0,4,1
13504,35,General Petite,Tops,Knits,881,Runs large!,1,5,1
13505,54,General,Tops,Blouses,1180,I would keep it if it was not asymmetrical,2,4,0
13506,35,General,Dresses,Dresses,1095,Believe all the great reviews!,0,5,1
13507,52,General Petite,Bottoms,Jeans,1033,Beautiful color,0,5,1
13508,48,General,Tops,Knits,867,Love layers,0,5,1
13509,70,General Petite,Tops,Fine gauge,911,,0,3,1
13510,35,General Petite,Intimate,Lounge,335,,3,5,1
13511,35,Initmates,Intimate,Swim,380,Had high hopes but pattern is sewn crooked,1,2,0
13512,59,General Petite,Intimate,Lounge,451,Fun dress,0,5,1
13513,48,General Petite,Bottoms,Skirts,1020,,3,5,1
13514,49,General,Dresses,Dresses,1110,Nice dress,0,3,1
13515,35,General,Bottoms,Skirts,995,"Pretty, comfy skirt",0,4,1
13516,33,General,Jackets,Outerwear,1123,,7,5,1
13517,38,General,Bottoms,Jeans,1037,Love the fit,0,5,1
13518,22,General Petite,Bottoms,Jeans,1038,,1,2,1
13519,46,General,Dresses,Dresses,1078,,1,5,1
13520,62,General Petite,Dresses,Dresses,1103,Rehearsal dinner dress,0,5,1
13521,42,General Petite,Dresses,Dresses,1095,A tad disappointing...,10,2,0
13522,45,General,Tops,Fine gauge,909,Beautiful,0,5,1
13523,64,General,Bottoms,Jeans,1037,"Great color, comfortable.",1,4,1
13524,46,General Petite,Tops,Knits,859,Ooooo! love this so much more than i thought,1,5,1
13525,39,General,Tops,Sweaters,936,Flawed pattern,4,3,0
13526,51,General Petite,Bottoms,Skirts,1015,Tapestry skirt,0,5,1
13527,30,General,Dresses,Dresses,1077,,5,5,1
13528,68,General,Bottoms,Pants,1052,Love this gorgeous jumpsuit!,0,5,1
13529,39,General,Tops,Blouses,828,Must have item for summer,3,5,1
13530,44,General,Tops,Knits,862,Lovely top,0,5,1
13531,60,General,Tops,Knits,860,Great relaxed top!,0,5,1
13532,35,Initmates,Intimate,Lounge,595,Adorable and comfy,0,5,1
13533,35,General,Tops,Knits,862,,10,5,1
13534,53,General,Tops,Knits,862,Dry clean only for casual top. no way!,4,2,0
13535,29,General Petite,Dresses,Dresses,1078,Beautiful dress,0,5,1
13536,48,General,Bottoms,Shorts,447,,0,5,1
13537,39,General,Tops,Fine gauge,895,Perfect,0,5,1
13538,29,General,Dresses,Dresses,1094,,10,2,0
13539,49,General,Tops,Blouses,850,Happyinpdx,1,5,1
13540,41,General,Bottoms,Jeans,1033,Wanted to love these jeans,1,4,1
13541,21,General Petite,Dresses,Dresses,1092,Beautiful dress!,0,5,1
13542,48,General,Bottoms,Skirts,995,,0,5,1
13543,45,General,Bottoms,Pants,1044,"Great fit, but high maintenance",6,4,1
13544,37,General,Dresses,Dresses,1086,So versatile,18,5,1
13545,42,General Petite,Tops,Fine gauge,895,"Great potential, but ...",0,3,0
13546,44,General Petite,Bottoms,Skirts,993,Lovely transition piece,6,4,1
13547,33,General,Dresses,Dresses,1111,,1,5,1
13548,64,General,Tops,Knits,862,So cute,0,5,1
13549,61,General Petite,Tops,Knits,886,Lokka tunic,0,2,0
13550,39,General,Dresses,Dresses,1080,Unexpected delight,2,5,1
13551,36,General,Tops,Knits,855,Unique statement sweater,0,5,1
13552,39,General,Dresses,Dresses,1078,Too itchy too metallic,0,3,1
13553,39,General Petite,Dresses,Dresses,1094,Entrancing,5,4,1
13554,67,General Petite,Bottoms,Skirts,1020,Not as pictured!,17,1,0
13555,47,General,Dresses,Dresses,1086,Love!! want more colors!,3,5,1
13556,69,General,Tops,Sweaters,936,Gorgeous fair isle beauty,3,5,1
13557,40,General,Tops,Blouses,815,Unique,2,5,1
13558,24,General Petite,Dresses,Dresses,1088,,1,5,1
13559,40,General,Jackets,Jackets,984,Perfect denim jacket,1,5,1
13560,48,General,Tops,Knits,865,,1,4,1
13561,46,Initmates,Intimate,Sleep,418,Great summer pajama pants.,0,5,1
13562,43,General,Tops,Knits,878,Disappointing,3,1,0
13563,62,General Petite,Dresses,Dresses,1094,Cute and right price,1,5,1
13564,31,General,Dresses,Dresses,1081,Sexy!,3,4,1
13565,45,General,Tops,Blouses,844,Strange cut,0,2,0
13566,36,General,Dresses,Dresses,1094,"Loved, but unsure about quality",0,3,1
13567,55,General Petite,Dresses,Dresses,1081,Almost.,3,2,0
13568,30,General,Tops,Blouses,836,"Flirty, fun",0,5,1
13569,42,General,Dresses,Dresses,1078,Pretty dress but not for pear shapes,1,3,1
13570,38,General Petite,Bottoms,Skirts,1020,Pretty cute but...,0,3,1
13571,48,General,Dresses,Dresses,1086,Great dress,0,5,1
13572,29,General,Tops,Blouses,825,,0,5,1
13573,40,General,Tops,Blouses,836,Love this top!,0,5,1
13574,66,General Petite,Tops,Knits,872,Nice tee,0,4,1
13575,33,General Petite,Bottoms,Jeans,1033,Absolutely wonderful.,0,5,1
13576,38,General,Tops,Sweaters,949,Sweater love!,10,5,1
13577,64,General,Tops,Knits,882,Just right,0,5,1
13578,44,General Petite,Intimate,Lounge,498,Love the petite!,0,5,1
13579,31,General Petite,Dresses,Dresses,1077,,0,5,1
13580,35,General,Tops,Knits,875,Awesome purple color,0,5,1
13581,40,General,Tops,Knits,872,"Very comfortable and cute, too!",1,5,1
13582,43,General,Tops,Sweaters,951,Lovely colors and concept but fit is off,3,3,0
13583,45,General,Tops,Fine gauge,895,Love this!,0,5,1
13584,32,General,Tops,Knits,875,"Gorgeous design, loose fit; mixed cotton textures",1,4,1
13585,66,General Petite,Dresses,Dresses,1076,Everything,2,5,1
13586,27,General,Tops,Knits,875,,1,5,1
13587,29,General,Trend,Trend,555,Was very excited about this dress,2,4,1
13588,25,General Petite,Dresses,Dresses,1110,Beautiful dress,0,5,1
13589,32,General,Dresses,Dresses,1078,,0,4,1
13590,68,General,Dresses,Dresses,1077,,1,5,1
13591,40,General,Bottoms,Skirts,996,If you're craving the marsupial look...,6,2,0
13592,38,General,Jackets,Jackets,986,Easy flowy addition,3,4,1
13593,44,General,Tops,Knits,872,Pretty but a bit shapeless,1,4,1
13594,42,General,Tops,Fine gauge,895,Pretty but just okay when worn.,0,3,0
13595,41,General,Tops,Blouses,829,Bought this in both colors!,0,5,1
13596,46,General,Bottoms,Jeans,11,Wanted to love it,0,2,0
13597,44,General,Tops,Knits,872,"More petites & asymmetrical stripes, please!",0,4,1
13598,31,General,Bottoms,Shorts,619,Super cute and super small,0,3,0
13599,44,General Petite,Tops,Knits,883,Cute styling but...,0,1,0
13600,53,General,Dresses,Dresses,1074,Recommend-yes!!! husband loves it!!!,0,5,1
13601,46,General Petite,Tops,Sweaters,938,Good quality cardigan,0,4,1
13602,42,General,Dresses,Dresses,1092,"Beautiful, comfy, but odd skirt",0,4,1
13603,37,Initmates,Intimate,Lounge,251,Not for the curvy,2,4,1
13604,43,General,Tops,Knits,862,Soft and relaxed fit,1,4,1
13605,23,General,Tops,Knits,861,Cute tee,2,4,1
13606,52,General,Dresses,Dresses,1081,Pretty boho three season dress,0,4,1
13607,64,General,Tops,Knits,861,Classic tee with flirty details,0,4,1
13608,44,General,Tops,Knits,872,Too long,1,2,0
13609,61,General,Tops,Knits,864,Beautiful!!,1,5,1
13610,36,General,Dresses,Dresses,1072,Shape odd,1,3,0
13611,25,General,Dresses,Dresses,1097,Beautiful olive green,0,5,1
13612,53,General,Bottoms,Pants,1056,Must have!,0,5,1
13613,44,General,Tops,Blouses,830,,0,5,1
13614,46,General,Jackets,Jackets,984,Drapes beautifully!,1,5,1
13615,66,General,Tops,Knits,868,Darling!,0,5,1
13616,52,Initmates,Intimate,Lounge,266,Kind of blah,5,3,0
13617,35,General Petite,Dresses,Dresses,1087,Very comfy dress,0,4,1
13618,64,General,Tops,Blouses,828,Too cute to pass up!,3,5,1
13619,33,General,Tops,Fine gauge,895,Adorbs,0,5,1
13620,37,General,Bottoms,Jeans,1025,Beautiful but...,0,4,1
13621,65,General Petite,Dresses,Dresses,1075,Perfect,0,5,1
13622,25,General,Tops,Blouses,850,Pretty details,0,5,1
13623,65,Initmates,Intimate,Legwear,229,"Stylish, warm, comfy . . . but, oops!",1,3,1
13624,35,General,Tops,Blouses,835,"Cute, but wide",0,4,1
13625,37,General,Bottoms,Jeans,1025,Awkward,3,3,0
13626,36,General Petite,Dresses,Dresses,1082,Disappointing,7,3,0
13627,53,General,Dresses,Dresses,1078,Such a pretty vintage style dress,8,5,1
13628,41,General,Bottoms,Jeans,1022,,1,4,1
13629,28,General,Tops,Sweaters,936,New favorite,3,5,1
13630,64,General,Dresses,Dresses,1103,So comfortable!!,7,5,1
13631,69,Initmates,Intimate,Swim,254,This will not fit bustier women,2,2,0
13632,32,Initmates,Intimate,Swim,1177,Nice material - only for smaller busts,2,3,1
13633,58,General Petite,Bottoms,Pants,1047,Bought the neutral today,1,4,1
13634,56,General,Bottoms,Skirts,1008,Great skirt!,16,5,1
13635,59,General Petite,Tops,Blouses,851,,0,4,1
13636,33,General,Tops,Sweaters,940,Favorite retailer purchase of the whole year!,1,5,1
13637,41,General,Tops,Blouses,836,Cute top,0,5,1
13638,52,General,Tops,Knits,873,Great top,0,5,1
13639,44,General,Bottoms,Pants,1059,Very stylish and fitting,1,4,1
13640,35,General,Dresses,Dresses,1098,Very disappointed,6,2,1
13641,39,General Petite,Dresses,Dresses,1078,Jungle boogie,0,4,1
13642,42,General Petite,Bottoms,Pants,1059,Unfortunately unflattering,3,3,0
13643,28,General Petite,Tops,Knits,858,Thin layering turtleneck,0,3,0
13644,34,General Petite,Intimate,Lounge,674,,1,5,1
13645,44,General,Jackets,Jackets,986,"Beautiful, maybe a bit ""too delicate""",9,4,1
13646,41,General,Tops,Blouses,830,,0,5,1
13647,43,General Petite,Dresses,Dresses,1078,Elegant comfort,14,5,1
13648,55,General Petite,Bottoms,Pants,1060,So flattering!,6,5,1
13649,41,General Petite,Tops,Knits,862,"Vibrant, super soft top",0,5,1
13650,59,General,Tops,Knits,866,,9,5,1
13651,38,General,Tops,Blouses,828,,2,5,1
13652,48,General Petite,Tops,Knits,862,Cute flowy tunic,0,5,1
13653,68,General,Tops,Blouses,839,Beautiful blouse,1,5,1
13654,67,General Petite,Tops,Sweaters,939,Comfy jacket,0,5,1
13655,27,General,Dresses,Dresses,1072,,7,1,0
13656,57,General,Tops,Knits,860,Not impressed,0,3,0
13657,49,General,Tops,Blouses,835,Weird fit,1,1,0
13658,48,General Petite,Tops,Fine gauge,895,Beautiful sweater,1,5,1
13659,35,General,Tops,Knits,863,"Wonderful fit, flattering, easy care tee",15,5,1
13660,61,General,Dresses,Dresses,1110,Lovely dress!,1,4,1
13661,41,General,Jackets,Outerwear,1115,,22,4,1
13662,40,General,Tops,Knits,873,Great purchase if on sale!,0,4,1
13663,26,General,Dresses,Dresses,1078,Youthful swing dress,3,5,1
13664,49,General,Tops,Knits,863,Great easy tee,0,5,1
13665,29,General,Dresses,Dresses,1092,Weird fit,3,2,0
13666,25,General,Dresses,Dresses,1094,So glad i ordered a size up,1,4,1
13667,35,General,Bottoms,Jeans,1033,Super cute- not overly distressed blue jeans!,2,5,1
13668,48,General,Jackets,Outerwear,1123,Love this,0,5,1
13669,49,General,Dresses,Dresses,1103,Runs very small on top.,1,4,1
13670,48,General,Tops,Blouses,831,Bright and airy!,3,5,1
13671,30,Initmates,Intimate,Swim,741,Runs very small,0,4,1
13672,27,General,Dresses,Dresses,1078,Extremely flattering and comfortable,57,5,1
13673,33,General Petite,Tops,Knits,857,Love it!!!,2,4,1
13674,35,General,Bottoms,Pants,1068,,8,5,1
13675,39,General,Tops,Knits,861,Cute and comfortable tee!,0,5,1
13676,33,General,Tops,Sweaters,945,Effortlessly chic!,0,5,1
13677,40,General,Tops,Knits,867,This shirt will brighten you day,0,5,1
13678,43,General,Dresses,Dresses,1083,Beautiful!,7,5,1
13679,75,General,Tops,Blouses,835,Bought for the color,1,3,0
13680,74,General,Dresses,Dresses,1078,Bloomsbury,0,4,1
13681,33,General,Bottoms,Jeans,1027,Not good for big hips,4,4,1
13682,54,General,Dresses,Dresses,1083,Gorgeous dress!,0,5,1
13683,61,General Petite,Bottoms,Pants,1056,,0,5,1
13684,62,General Petite,Dresses,Dresses,1083,Love byron lars,1,5,1
13685,31,General,Dresses,Dresses,1078,Comfy and flattering,0,5,1
13686,28,Initmates,Intimate,Lounge,663,Sliced tunic dress,1,4,1
13687,46,General,Tops,Knits,875,"Big, baggy, boxy",14,2,0
13688,34,General Petite,Tops,Sweaters,940,Love this sweater!,5,5,1
13689,57,General Petite,Bottoms,Pants,1047,,10,5,1
13690,82,General Petite,Tops,Knits,862,Shirt is just okay,0,3,0
13691,47,General Petite,Bottoms,Jeans,1033,Perfect interpretation of latest style,1,4,1
13692,45,General Petite,Dresses,Dresses,1110,Loved the idea but ...,2,4,1
13693,35,General,Tops,Knits,868,,0,4,1
13694,48,General,Jackets,Jackets,984,,0,4,1
13695,46,General,Tops,Knits,872,On the fence,0,4,1
13696,37,General,Tops,Knits,872,Classy,1,4,1
13697,74,General Petite,Tops,Knits,875,Versitile,0,5,1
13698,49,General,Tops,Knits,868,Love this top,6,5,1
13699,50,General Petite,Tops,Sweaters,936,,10,5,1
13700,30,General,Dresses,Dresses,1094,,0,5,1
13701,35,General Petite,Bottoms,Pants,1059,"Fun, funky but really long",0,4,1
13702,35,General,Tops,Sweaters,949,Cute sweater!,0,5,1
13703,35,General Petite,Bottoms,Pants,135,Great summer shorts,0,5,1
13704,43,General Petite,Tops,Knits,862,Drape with a shape,4,5,1
13705,66,General,Bottoms,Jeans,1033,"Nice, but.....",0,4,1
13706,72,General,Dresses,Dresses,1083,Stretch in all the right places,2,5,1
13707,42,General,Tops,Knits,862,Too big!,10,3,0
13708,39,General Petite,Dresses,Dresses,1092,Runs big in bust,1,4,1
13709,33,General,Tops,Blouses,836,"Too beautiful to be a ""tank""",0,5,1
13710,55,General Petite,Bottoms,Pants,1047,Comfy pants,2,5,1
13711,53,General Petite,Tops,Blouses,828,,2,5,1
13712,26,General Petite,Bottoms,Skirts,993,Perfect transitional piece,1,5,1
13713,66,General Petite,Tops,Knits,863,A dud for me,0,4,1
13714,42,General,Bottoms,Jeans,1035,Wow!!!,0,5,1
13715,62,General,Tops,Knits,865,,1,5,1
13716,43,General Petite,Tops,Blouses,834,Fab shirt,0,5,1
13717,87,General Petite,Bottoms,Pants,1060,,0,5,1
13718,32,Initmates,Intimate,Swim,521,Beware - not enough bottom coverage!,2,2,0
13719,42,General,Dresses,Dresses,1092,Pretty dress,0,4,1
13720,41,General,Dresses,Dresses,1095,Gorgeous,0,5,1
13721,49,General Petite,Tops,Knits,876,Beautiful!,1,5,1
13722,22,General,Tops,Sweaters,949,,0,5,1
13723,23,General,Tops,Fine gauge,907,Favorite fall sweater,0,5,1
13724,31,General Petite,Tops,Knits,872,"Cute shirt, but not cute on my figure",0,3,0
13725,41,General,Tops,Knits,862,Very flattering!,0,5,1
13726,41,General Petite,Tops,Knits,1181,,0,5,1
13727,42,General,Bottoms,Pants,1051,"True red, true beauty.",0,5,1
13728,69,General Petite,Dresses,Dresses,1094,Oh dear...where was this dress when i was pregnant,0,2,0
13729,52,Initmates,Intimate,Lounge,257,Great jacket,1,5,1
13730,68,General,Dresses,Dresses,1078,,1,5,1
13731,49,General Petite,Tops,Blouses,825,Runs small in the bust,5,3,0
13732,27,General Petite,Tops,Knits,862,The perfect top for all seasons,5,5,1
13733,36,General,Bottoms,Shorts,191,Great colors but wrong for me,1,3,0
13734,43,General,Tops,Fine gauge,890,,0,5,1
13735,32,General,Tops,Knits,868,Huge but so soft,1,4,1
13736,36,General,Tops,Sweaters,937,,2,5,1
13737,34,Initmates,Intimate,Layering,1203,,0,4,1
13738,47,General,Bottoms,Skirts,1020,Cute and comfortable!,18,5,1
13739,39,General Petite,Dresses,Dresses,1094,Sweet,0,5,1
13740,67,General Petite,Dresses,Dresses,1100,Another synthetic fabric...,25,2,0
13741,38,General Petite,Tops,Knits,867,Runs large,0,2,0
13742,53,General,Tops,Knits,863,"Cute top, poor quality",1,2,0
13743,35,General,Tops,Knits,870,Horrible fit,8,1,0
13744,51,General,Bottoms,Pants,1044,Great cropped pants,8,5,1
13745,51,General Petite,Tops,Sweaters,927,,2,3,1
13746,28,General Petite,Bottoms,Skirts,996,Spicy and comfortable,0,5,1
13747,39,General,Tops,Blouses,828,Soft flannel top,0,5,1
13748,47,General,Tops,Blouses,828,Love it! i wish they had it in more colors,0,5,1
13749,47,General,Bottoms,Skirts,1011,Great texture,14,5,1
13750,64,General Petite,Tops,Sweaters,927,Just love mine!,0,5,1
13751,28,General Petite,Bottoms,Jeans,1033,The perfect black jean,0,5,1
13752,31,General,Dresses,Dresses,1094,My favorite retailer dress ever!,0,5,1
13753,27,General Petite,Dresses,Dresses,1086,The summer dress,4,5,1
13754,37,General,Dresses,Dresses,1098,,0,5,1
13755,49,Initmates,Intimate,Lounge,770,Cute!,3,5,1
13756,39,Initmates,Intimate,Layering,130,Great fit,0,5,1
13757,42,General,Tops,Knits,861,Terrible!,0,1,0
13758,63,General,Tops,Knits,861,My favorite tee,0,5,1
13759,33,General,Bottoms,Jeans,1030,Low quality denim!,6,1,0
13760,34,General,Bottoms,Jeans,1025,Great cords but are small,0,3,1
13761,42,General Petite,Tops,Sweaters,936,Great fall sweater,27,5,1
13762,44,General,Bottoms,Pants,1060,Beautiful design but for those smaller in bust,2,4,1
13763,30,General Petite,Dresses,Dresses,1080,I wanted to love this,0,1,0
13764,55,General,Jackets,Jackets,965,Cute vest but cheap material.,7,3,0
13765,47,General,Tops,Sweaters,936,Lovely,0,5,1
13766,24,General,Dresses,Dresses,1094,,0,1,0
13767,53,General Petite,Bottoms,Skirts,997,The skirt has a pretty stained glass look,0,5,1
13768,31,General,Dresses,Dresses,1080,Worth every penny,7,5,1
13769,51,General,Tops,Blouses,824,Very pink,1,2,0
13770,30,General,Dresses,Dresses,1078,Horrible quality,2,2,0
13771,38,General Petite,Tops,Blouses,836,,0,4,1
13772,27,General Petite,Bottoms,Skirts,1008,Cute and comfy,6,4,1
13773,63,General,Tops,Blouses,839,Pretty shirt!,5,4,1
13774,29,General,Dresses,Dresses,1078,Adorable spring time dress!,0,4,1
13775,50,General,Tops,Blouses,829,Very blousy but still cute,1,4,1
13776,44,General,Tops,Knits,862,Cute and different,0,5,1
13777,36,General Petite,Bottoms,Pants,1066,"Great pants, a tad long in petite",1,4,1
13778,43,General Petite,Bottoms,Skirts,1008,Gorgeous!,0,5,1
13779,62,General,Tops,Blouses,829,Cute!,28,4,1
13780,32,General,Tops,Fine gauge,895,,2,5,1
13781,71,General,Tops,Knits,868,Adorable,16,5,1
13782,38,General,Tops,Blouses,825,Really interesting blouse; very happy w/ purchase,0,5,1
13783,30,General Petite,Tops,Sweaters,927,Super cute,1,4,1
13784,62,General Petite,Tops,Knits,862,Short and wide,6,3,1
13785,50,General Petite,Tops,Knits,879,Not flattering!,2,2,0
13786,53,General Petite,Bottoms,Pants,1068,Buttons at top break too easily,13,2,0
13787,23,General,Tops,Blouses,839,Very versatile,0,5,1
13788,57,General,Tops,Knits,865,,0,5,1
13789,61,General,Bottoms,Pants,1059,,0,5,1
13790,54,General,Bottoms,Jeans,1035,Pilcro perfect,2,5,1
13791,45,General Petite,Dresses,Dresses,1078,Bad lining,4,2,0
13792,42,General Petite,Tops,Fine gauge,912,Cute sweater,0,4,1
13793,44,General,Tops,Knits,861,,0,4,1
13794,46,General,Tops,Sweaters,936,Perfect pop of blue,0,5,1
13795,53,Initmates,Intimate,Lounge,725,Completely see through,0,3,0
13796,56,General Petite,Tops,Knits,862,So soft,0,5,1
13797,52,General Petite,Dresses,Dresses,1081,Great style,0,4,1
13798,45,General,Tops,Blouses,828,A welcome sight for my fall wardrobe,1,5,1
13799,48,General,Tops,Blouses,834,Fun work shirt,2,4,1
13800,40,General,Bottoms,Skirts,993,Great skirt but shrunk,2,4,1
13801,56,General,Dresses,Dresses,1078,"Lovely, but needs better sizing",1,4,1
13802,47,General,Dresses,Dresses,1104,My new favorite dress,0,5,1
13803,51,General,Dresses,Dresses,1094,Great dress !,0,5,1
13804,23,General Petite,Jackets,Jackets,985,Cute jacket,24,4,1
13805,27,General,Tops,Blouses,828,,0,5,1
13806,46,General,Tops,Blouses,830,Fit is unflattering,0,2,0
13807,45,General,Bottoms,Jeans,1031,,0,3,1
13808,46,Initmates,Intimate,Swim,242,Stunning one piece suit,12,5,1
13809,59,General,Dresses,Dresses,1078,So cute!,0,5,1
13810,52,General Petite,Dresses,Dresses,1083,Stunning: a timeless piece of artistry!,0,5,1
13811,28,General,Tops,Blouses,820,Functionality with flair,0,5,1
13812,51,General,Tops,Sweaters,942,Exactly what i was looking for,0,5,1
13813,73,General,Bottoms,Pants,1052,,2,5,1
13814,38,General,Tops,Knits,854,,0,5,1
13815,58,General,Tops,Knits,860,Beautiful black top,19,5,1
13816,24,General,Dresses,Dresses,1104,Cute but not on me,0,3,0
13817,35,General Petite,Tops,Knits,871,Prettier in person,0,5,1
13818,49,Initmates,Intimate,Lounge,531,Perfect casual dress!,0,5,1
13819,51,General,Dresses,Dresses,1075,,2,4,1
13820,47,General,Tops,Blouses,829,Easy,0,5,1
13821,24,General,Tops,Knits,862,Works for busty ladies,1,4,1
13822,30,General,Dresses,Dresses,1077,Looks fine if you don't move your arms.,0,2,0
13823,56,General Petite,Dresses,Dresses,1081,,0,5,1
13824,54,General,Tops,Knits,883,Love !!,0,5,1
13825,44,General Petite,Tops,Sweaters,952,Perfect,2,5,1
13826,52,General Petite,Bottoms,Skirts,997,,0,4,1
13827,53,General,Tops,Knits,877,,4,5,1
13828,45,General,Dresses,Dresses,1078,Awesome fit,0,5,1
13829,41,General,Trend,Trend,567,,0,3,0
13830,32,General Petite,Tops,Blouses,824,The key to cute fit is to size down,2,5,1
13831,44,General,Tops,Knits,868,Didn't look good on me,0,3,0
13832,41,General,Tops,Knits,873,"Flexible style, cute fit",0,5,1
13833,43,General,Tops,Blouses,841,This blouse has lovely features,2,5,1
13834,47,General,Dresses,Dresses,1094,Sale!,0,5,1
13835,24,General Petite,Tops,Knits,861,Comfortable t-shirt,0,5,1
13836,45,General,Tops,Blouses,829,This might be,6,5,1
13837,38,General Petite,Dresses,Dresses,1110,Fabulous spring/summer dress,6,5,1
13838,34,General Petite,Jackets,Jackets,975,Nice but large/boxy,0,3,1
13839,60,General,Bottoms,Pants,1066,Funky fit,0,3,0
13840,41,General,Tops,Blouses,850,Beautiful winter color,10,5,1
13841,66,General,Bottoms,Skirts,1001,So cute but not on me,0,5,1
13842,38,General Petite,Bottoms,Pants,1052,,1,2,0
13843,49,General,Dresses,Dresses,1077,Love this dress!,0,4,1
13844,46,General,Tops,Knits,868,Day off henley,4,3,1
13845,50,General Petite,Bottoms,Skirts,1016,Pretty and versatile skirt,1,4,1
13846,23,General Petite,Tops,Knits,872,Love!,0,5,1
13847,64,General,Tops,Knits,860,So adorable!,12,5,1
13848,39,General Petite,Dresses,Dresses,1099,"Poor quality, not as cute as photo",0,3,0
13849,52,General,Bottoms,Jeans,1022,Just okay,1,3,0
13850,60,General Petite,Bottoms,Skirts,995,Wish it was like the picture!,5,2,0
13851,66,General Petite,Bottoms,Pants,1046,Wonderful,0,5,1
13852,66,General Petite,Tops,Sweaters,933,Petite size is perfect!,2,5,1
13853,28,General Petite,Bottoms,Pants,1059,Comfortable and professional,0,4,1
13854,39,General,Bottoms,Shorts,282,Comfy and ok for muscular thighs,2,4,1
13855,59,General Petite,Tops,Blouses,825,Lovely rayon blouse,0,5,1
13856,52,General,Tops,Knits,862,Comfy,0,4,1
13857,36,Initmates,Intimate,Lounge,257,,1,5,1
13858,53,General Petite,Jackets,Jackets,975,,1,5,1
13859,63,General,Tops,Knits,866,"Different, interesting and cool",1,4,1
13860,56,General,Tops,Sweaters,952,Shapeless,1,2,0
13861,25,General Petite,Jackets,Jackets,964,Great transitional jacket,0,5,1
13862,18,General,Tops,Knits,868,"A little big, but so comfortable!",0,4,1
13863,42,General,Bottoms,Jeans,1022,Love these jeans!,1,5,1
13864,21,General Petite,Dresses,Dresses,1095,Beautiful dress,0,5,1
13865,41,General Petite,Bottoms,Skirts,1008,Tons of compliments,0,5,1
13866,39,General,Tops,Knits,1185,Cute top; somewhat sheer,0,4,1
13867,73,General Petite,Dresses,Dresses,1087,Great dress,0,5,1
13868,47,General,Tops,Blouses,838,Runs large,3,3,1
13869,44,General,Bottoms,Pants,1059,Love these pants!,0,5,1
13870,44,General,Dresses,Dresses,1094,Absolutely adorable!,0,5,1
13871,39,General,Dresses,Dresses,1081,Love,1,5,1
13872,50,General Petite,Tops,Fine gauge,907,,7,3,0
13873,39,General,Jackets,Jackets,984,,4,5,1
13874,37,General,Tops,Knits,867,Odd fit,0,1,0
13875,36,General Petite,Tops,Blouses,824,,0,5,1
13876,44,General,Dresses,Dresses,1094,Beauiful dress!,0,4,1
13877,58,General Petite,Tops,Knits,870,Cute and casual,0,5,1
13878,35,General Petite,Dresses,Dresses,1104,Surprisingly awesome,9,5,1
13879,63,General,Jackets,Outerwear,1116,,5,2,0
13880,44,General Petite,Dresses,Dresses,1077,"Magically lovely, but examine before you buy",2,4,1
13881,43,General,Dresses,Dresses,1087,Runs small?,3,3,1
13882,54,General Petite,Bottoms,Jeans,1037,Comfortable and unique,4,4,1
13883,38,General,Jackets,Jackets,974,,0,5,1
13884,60,General Petite,Tops,Blouses,850,,7,5,1
13885,46,General,Tops,Knits,868,Comfortable,0,4,1
13886,25,General,Bottoms,Jeans,1035,The most perfect straight leg jean ever!,17,5,1
13887,41,General,Dresses,Dresses,1078,Cute but not right for me,0,3,0
13888,35,General,Tops,Fine gauge,895,Don't think twice,7,5,1
13889,36,General Petite,Tops,Knits,871,Pretty colors,1,5,1
13890,36,General,Dresses,Dresses,1092,Casual cool,0,5,1
13891,65,General Petite,Tops,Blouses,839,,0,5,1
13892,41,General,Bottoms,Shorts,282,Great shorts!!!!,5,5,1
13893,39,General,Dresses,Dresses,1086,,2,5,1
13894,50,General Petite,Tops,Knits,872,Trendy,0,5,1
13895,44,General,Tops,Blouses,839,Much thinner,3,3,1
13896,47,General,Bottoms,Shorts,480,Versatile shorts,1,5,1
13897,48,General,Dresses,Dresses,1078,,0,2,0
13898,36,General,Jackets,Outerwear,1123,"Nice cut, runs a little small",0,5,1
13899,39,General,Dresses,Dresses,1110,Stayed true,0,5,1
13900,21,Initmates,Intimate,Lounge,377,,0,5,1
13901,54,General,Tops,Fine gauge,895,Boxy,0,3,0
13902,39,General,Tops,Knits,862,,0,3,1
13903,42,General Petite,Dresses,Dresses,1086,Beautiful,0,5,1
13904,52,General,Bottoms,Jeans,1022,Disappointing,5,3,0
13905,46,General Petite,Tops,Fine gauge,895,Very cozy sweater,0,4,1
13906,35,General Petite,Tops,Knits,861,,1,5,1
13907,31,General,Tops,Knits,881,Chic top,0,5,1
13908,39,General,Tops,Fine gauge,895,Mod perfect,0,5,1
13909,36,General Petite,Tops,Fine gauge,898,Comfy and practical,0,5,1
13910,58,General Petite,Tops,Knits,854,Extremely sheer!,0,2,0
13911,30,General Petite,Dresses,Dresses,1077,Wonderful dress!,2,5,1
13912,67,General,Bottoms,Jeans,1033,I pity the fool who paid full price for these.,0,1,0
13913,46,General,Dresses,Dresses,1079,Bloomed eyelet shirtdress,8,4,1
13914,40,General,Tops,Knits,875,Might work for someone else,0,3,0
13915,33,General Petite,Intimate,Lounge,146,Beautiful design,2,4,1
13916,39,General Petite,Tops,Knits,867,Awesome blouse,0,5,1
